 ,Individual_Match No,Player,Team,Opp_Team,RH/LH,Match_Type,Ground,Role,Runs,Wickets,Dream11_ Points,Dismissal
13,M4,Ishan Kishan,MI,KXIP,LH,Defending,Sheikh Zayed,WK,28,0,35,CAUGHT
13,M4,Hardik Pandya,MI,KXIP,RH,Defending,Sheikh Zayed,ALL,30,0,41,NO
13,M4,Kieron Pollard,MI,KXIP,RH,Defending,Sheikh Zayed,ALL,47,0,62,NO
13,M4,Krunal Pandya,MI,KXIP,LH,Defending,Sheikh Zayed,ALL,0,1,29,nb
13,M4,Pattinson,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,0,2,54,nb
13,M4,Rahul Chahar,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,0,2,54,nb
13,M4,Boult,MI,KXIP,LH,Defending,Sheikh Zayed,BALL,0,1,33,nb
13,M4,Bumrah,MI,KXIP,RH,Defending,Sheikh Zayed,BALL,0,2,58,nb
13,M4,KL Rahul,KXIP,MI,RH,Chasing,Sheikh Zayed,WK,17,0,22,BOLD
13,M4,Mayank Agarwal,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,25,0,32,BOLD
13,M4,Nicolas Pooran,KXIP,MI,LH,Chasing,Sheikh Zayed,WK,44,0,55,CAUGHT
13,M4,Glenn Maxwell,KXIP,MI,RH,Chasing,Sheikh Zayed,ALL,11,0,13,CAUGHT
13,M4,Karun Nair,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,0,0,10,BOLD
13,M4,Sarfaraz Khan,KXIP,MI,RH,Chasing,Sheikh Zayed,BAT,7,0,12,LBW
13,M4,James Neesham,KXIP,MI,LH,Chasing,Sheikh Zayed,ALL,7,0,13,CAUGHT
13,M4,Gowtham,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,22,1,49,NO
13,M4,Mohammed Shami,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,2,1,41,NO
13,M4,Sheldon Cottrell,KXIP,MI,LH,Chasing,Sheikh Zayed,BALL,0,1,39,nb
13,M4,Ravi Bishnoi,KXIP,MI,RH,Chasing,Sheikh Zayed,BALL,1,0,3,CAUGHT
14,M4,Warner,SRH,CSK,LH,Defending,Dubai,BAT,28,0,43,CAUGHT
14,M4,Bairstow,SRH,CSK,RH,Defending,Dubai,WK,0,0,8,BOLD
14,M4,Manish Pandey,SRH,CSK,RH,Defending,Dubai,BAT,29,0,38,CAUGHT
14,M4,Kane Williamson,SRH,CSK,RH,Defending,Dubai,BAT,9,0,12,RUNOUT
14,M4,Abdul Samad,SRH,CSK,RH,Defending,Dubai,ALL,8,1,41,NO
14,M4,Abhishek Sharma,SRH,CSK,LH,Defending,Dubai,ALL,31,0,41,CAUGHT
14,M4,Priyam Garg,SRH,CSK,RH,Defending,Dubai,BAT,51,0,77,NO
14,M4,Rashid Khan,SRH,CSK,RH,Defending,Dubai,BALL,0,0,10,nb
14,M4,Bhuvaneshwar Kumar,SRH,CSK,RH,Defending,Dubai,BALL,0,1,29,nb
14,M4,Natarajan,SRH,CSK,LH,Defending,Dubai,BALL,0,2,50,nb
14,M4,Khaleel Ahmed,SRH,CSK,LH,Defending,Dubai,BALL,0,0,4,nb
14,M4,Watson,CSK,SRH,RH,Chasing,Dubai,BAT,1,0,5,BOLD
14,M4,Rayudu,CSK,SRH,RH,Chasing,Dubai,BAT,8,0,19,BOLD
14,M4,Du Plesis,CSK,SRH,RH,Chasing,Dubai,BAT,22,0,38,RUNOUT
14,M4,MS Dhoni,CSK,SRH,RH,Chasing,Dubai,WK,47,0,71,NO
14,M4,Jadeja,CSK,SRH,LH,Chasing,Dubai,ALL,50,0,71,CAUGHT
14,M4,Sam Curran,CSK,SRH,LH,Chasing,Dubai,ALL,15,0,25,NO
14,M4,Piyush Chawla,CSK,SRH,LH,Chasing,Dubai,BALL,0,1,29,nb
14,M4,Deepak Chahar,CSK,SRH,RH,Chasing,Dubai,BALL,0,2,54,nb
14,M4,Jadhav,CSK,SRH,RH,Chasing,Dubai,BAT,3,0,1,CAUGHT
14,M4,D Bravo,CSK,SRH,RH,Chasing,Dubai,ALL,0,0,4,nb
14,M4,S Thakur,CSK,SRH,RH,Chasing,Dubai,BALL,0,1,29,nb
15,M4,Devdutt Padikkal,RCB,RR,LH,Chasing,Sheikh Zayed,BAT,63,0,99,BOLD
15,M4,Aaron Finch,RCB,RR,RH,Chasing,Sheikh Zayed,BAT,8,0,22,BOLD
15,M4,Virat Kohli,RCB,RR,RH,Chasing,Sheikh Zayed,BAT,72,0,95,NO
15,M4,AB de Villiers,RCB,RR,RH,Chasing,Sheikh Zayed,WK,12,0,17,NO
15,M4,Shivam Dube,RCB,RR,LH,Chasing,Sheikh Zayed,ALL,0,0,4,nb
15,M4,W Sundar,RCB,RR,LH,Chasing,Sheikh Zayed,ALL,0,0,6,nb
15,M4,Isuru Udana,RCB,RR,LH,Chasing,Sheikh Zayed,BALL,0,2,58,nb
15,M4,Gurkeerat Singh,RCB,RR,RH,Chasing,Sheikh Zayed,ALL,0,0,4,nb
15,M4,Navdeep Saini,RCB,RR,RH,Chasing,Sheikh Zayed,BALL,0,1,35,nb
15,M4,Adam Zampa,RCB,RR,RH,Chasing,Sheikh Zayed,BALL,0,0,2,nb
15,M4,Y Chahal,RCB,RR,RH,Chasing,Sheikh Zayed,BALL,0,3,89,nb
15,M4,Jos Butler,RR,RCB,RH,Defending,Sheikh Zayed,WK,22,0,31,CAUGHT
15,M4,Steve Smith,RR,RCB,RH,Defending,Sheikh Zayed,BAT,5,0,10,BOLD
15,M4,Sanju Samson,RR,RCB,RH,Defending,Sheikh Zayed,WK,4,0,9,CAUGHT
15,M4,Robin Uthappa,RR,RCB,RH,Defending,Sheikh Zayed,BAT,17,0,22,CAUGHT
15,M4,Rahul Tewatia,RR,RCB,LH,Defending,Sheikh Zayed,ALL,24,0,34,NO
15,M4,Riyag Parag,RR,RCB,RH,Defending,Sheikh Zayed,ALL,16,0,21,CAUGHT
15,M4,Tom Curran,RR,RCB,RH,Defending,Sheikh Zayed,BALL,0,0,-2,nb
15,M4,Jofra Archer,RR,RCB,RH,Defending,Sheikh Zayed,BALL,16,1,52,NO
15,M4,Shreyas Gopal,RR,RCB,RH,Defending,Sheikh Zayed,BALL,0,1,29,nb
15,M4,Jaydev Unadkat,RR,RCB,LH,Defending,Sheikh Zayed,BALL,0,0,0,nb
15,M4,Mahipal Lomror,RR,RCB,LH,Defending,Sheikh Zayed,ALL,47,0,58,CAUGHT
16,M4,P.Shaw,DC,KKR,RH,Defending,Sharjah,BAT,66,0,90,CAUGHT
16,M4,Shikhar Dhawan,DC,KKR,LH,Defending,Sharjah,BAT,26,0,44,CAUGHT
16,M4,Hetmeyer,DC,KKR,LH,Defending,Sharjah,BAT,7,0,21,NO
16,M4,Shreyas Iyer,DC,KKR,RH,Defending,Sharjah,BAT,88,0,119,NO
16,M4,Rishabh Pant,DC,KKR,LH,Defending,Sharjah,WK,38,0,57,CAUGHT
16,M4,Marcus Stoinis,DC,KKR,RH,Defending,Sharjah,ALL,1,0,24,CAUGHT
16,M4,Ashwin,DC,KKR,RH,Defending,Sharjah,BALL,0,0,-2,nb
16,M4,Amit Mishra,DC,KKR,RH,Defending,Sharjah,BALL,0,1,29,nb
16,M4,Rabada,DC,KKR,RH,Defending,Sharjah,BALL,0,1,23,nb
16,M4,Nortje,DC,KKR,RH,Defending,Sharjah,BALL,0,3,87,nb
16,M4,H Patel,DC,KKR,RH,Defending,Sharjah,BALL,0,2,62,nb
16,M4,Sunil Narine,KKR,DC,LH,Chasing,Sharjah,ALL,3,0,1,BOLD
16,M4,Shubman Gill,KKR,DC,RH,Chasing,Sharjah,BAT,28,0,44,CAUGHT
16,M4,Nitish Rana,KKR,DC,LH,Chasing,Sharjah,ALL,58,0,82,CAUGHT
16,M4,Eoin Morgan,KKR,DC,LH,Chasing,Sharjah,BAT,44,0,67,CAUGHT
16,M4,Dinesh Karthik,KKR,DC,RH,Chasing,Sharjah,WK,6,0,10,CAUGHT
16,M4,Andre Russell,KKR,DC,RH,Chasing,Sharjah,ALL,13,2,70,CAUGHT
16,M4,Kamlesh Nagarkoti,KKR,DC,RH,Chasing,Sharjah,BALL,3,1,26,NO
16,M4,Pat Cummins,KKR,DC,RH,Chasing,Sharjah,BALL,5,0,4,CAUGHT
16,M4,Rahul Tripathi,KKR,DC,RH,Chasing,Sharjah,BAT,36,0,49,BOLD
16,M4,Varun Chakravarthy,KKR,DC,RH,Chasing,Sharjah,BALL,0,1,31,nb
16,M4,Shivam Mavi,KKR,DC,RH,Chasing,Sharjah,BALL,1,0,7,NO
17,M5,Rohit Sharma,MI,SRH,RH,Defending,Sharjah,BAT,6,0,20,CAUGHT
17,M5,De Kock,MI,SRH,LH,Defending,Sharjah,WK,67,0,99,CAUGHT
17,M5,S.Yadav,MI,SRH,RH,Defending,Sharjah,BAT,27,0,37,CAUGHT
17,M5,Ishan Kishan,MI,SRH,LH,Defending,Sharjah,WK,31,0,48,CAUGHT
17,M5,Hardik Pandya,MI,SRH,RH,Defending,Sharjah,ALL,28,0,46,BOLD
17,M5,Kieron Pollard,MI,SRH,RH,Defending,Sharjah,ALL,25,0,43,NO
17,M5,Krunal Pandya,MI,SRH,LH,Defending,Sharjah,ALL,20,1,55,NO
17,M5,Pattinson,MI,SRH,RH,Defending,Sharjah,BALL,0,2,54,nb
17,M5,Rahul Chahar,MI,SRH,RH,Defending,Sharjah,BALL,0,0,12,nb
17,M5,Boult,MI,SRH,LH,Defending,Sharjah,BALL,0,2,54,nb
17,M5,Bumrah,MI,SRH,RH,Defending,Sharjah,BALL,0,2,50,nb
17,M5,Warner,SRH,MI,LH,Chasing,Sharjah,BAT,60,0,81,CAUGHT
17,M5,Bairstow,SRH,MI,RH,Chasing,Sharjah,WK,25,0,43,CAUGHT
17,M5,Manish Pandey,SRH,MI,RH,Chasing,Sharjah,BAT,30,0,48,CAUGHT
17,M5,Kane Williamson,SRH,MI,RH,Chasing,Sharjah,BAT,3,0,1,CAUGHT
17,M5,Abdul Samad,SRH,MI,RH,Chasing,Sharjah,ALL,20,0,23,CAUGHT
17,M5,Abhishek Sharma,SRH,MI,LH,Chasing,Sharjah,ALL,10,0,14,BOLD
17,M5,Priyam Garg,SRH,MI,RH,Chasing,Sharjah,BAT,8,0,12,CAUGHT
17,M5,Rashid Khan,SRH,MI,RH,Chasing,Sharjah,BALL,3,1,42,NO
17,M5,Siddarth Kaul,SRH,MI,RH,Chasing,Sharjah,BALL,0,2,48,nb
17,M5,Natarajan,SRH,MI,LH,Chasing,Sharjah,BALL,0,0,12,nb
17,M5,Sandeep Sharma,SRH,MI,LH,Chasing,Sharjah,BALL,0,2,50,NO
18,M5,KL Rahul,KXIP,CSK,RH,Defending,Dubai,WK,63,0,84,CAUGHT
18,M5,Mayank Agarwal,KXIP,CSK,RH,Defending,Dubai,BAT,26,0,33,CAUGHT
18,M5,Nicolas Pooran,KXIP,CSK,LH,Defending,Dubai,WK,33,0,44,CAUGHT
18,M5,Glenn Maxwell,KXIP,CSK,RH,Defending,Dubai,ALL,11,0,16,NO
18,M5,Mandeep Singh,KXIP,CSK,RH,Defending,Dubai,BAT,27,0,35,CAUGHT
18,M5,Sarfaraz Khan,KXIP,CSK,RH,Defending,Dubai,BAT,14,0,20,NO
18,M5,Chris Jordan,KXIP,CSK,LH,Defending,Dubai,ALL,0,0,-2,nb
18,M5,H Brar,KXIP,CSK,RH,Defending,Dubai,BALL,0,0,0,nb
18,M5,Mohammed Shami,KXIP,CSK,RH,Defending,Dubai,BALL,0,0,2,nb
18,M5,Sheldon Cottrell,KXIP,CSK,LH,Defending,Dubai,BALL,0,0,2,nb
18,M5,Ravi Bishnoi,KXIP,CSK,RH,Defending,Dubai,BALL,0,0,4,nb
18,M5,Watson,CSK,KXIP,RH,Chasing,Dubai,BAT,83,0,112,NO
18,M5,Rayudu,CSK,KXIP,RH,Chasing,Dubai,BAT,87,0,12,nb
18,M5,Du Plesis,CSK,KXIP,RH,Chasing,Dubai,BAT,0,0,112,NO
18,M5,MS Dhoni,CSK,KXIP,RH,Chasing,Dubai,WK,0,0,12,nb
18,M5,Jadeja,CSK,KXIP,LH,Chasing,Dubai,ALL,0,1,37,nb
18,M5,Sam Curran,CSK,KXIP,LH,Chasing,Dubai,ALL,0,0,8,nb
18,M5,Piyush Chawla,CSK,KXIP,LH,Chasing,Dubai,BALL,0,1,25,nb
18,M5,Deepak Chahar,CSK,KXIP,RH,Chasing,Dubai,BALL,0,0,6,nb
18,M5,Jadhav,CSK,KXIP,RH,Chasing,Dubai,BAT,0,0,4,nb
18,M5,D Bravo,CSK,KXIP,RH,Chasing,Dubai,ALL,0,0,2,nb
18,M5,S Thakur,CSK,KXIP,RH,Chasing,Dubai,BALL,0,2,52,nb
19,M5,P.Shaw,DC,RCB,RH,Defending,Dubai,BAT,42,0,55,CAUGHT
19,M5,Shikhar Dhawan,DC,RCB,LH,Defending,Dubai,BAT,32,0,47,CAUGHT
19,M5,Hetmeyer,DC,RCB,LH,Defending,Dubai,BAT,11,0,25,NO
19,M5,Shreyas Iyer,DC,RCB,RH,Defending,Dubai,BAT,11,0,24,CAUGHT
19,M5,Rishabh Pant,DC,RCB,LH,Defending,Dubai,WK,37,0,64,BOLD
19,M5,Marcus Stoinis,DC,RCB,RH,Defending,Dubai,ALL,53,0,83,NO
19,M5,Ashwin,DC,RCB,RH,Defending,Dubai,BALL,0,1,37,nb
19,M5,Axar Patel,DC,RCB,LH,Defending,Dubai,ALL,0,2,58,nb
19,M5,Rabada,DC,RCB,RH,Defending,Dubai,BALL,0,4,114,nb
19,M5,Nortje,DC,RCB,RH,Defending,Dubai,BALL,0,2,56,nb
19,M5,H Patel,DC,RCB,RH,Defending,Dubai,BALL,0,0,0,nb
19,M5,Devdutt Padikkal,RCB,DC,LH,Chasing,Dubai,BAT,4,0,16,CAUGHT
19,M5,Aaron Finch,RCB,DC,RH,Chasing,Dubai,BAT,13,0,18,CAUGHT
19,M5,Virat Kohli,RCB,DC,RH,Chasing,Dubai,BAT,43,0,51,CAUGHT
19,M5,AB de Villiers,RCB,DC,RH,Chasing,Dubai,WK,9,0,23,CAUGHT
19,M5,Shivam Dube,RCB,DC,LH,Chasing,Dubai,ALL,11,0,17,BOLD
19,M5,W Sundar,RCB,DC,LH,Chasing,Dubai,ALL,17,0,26,CAUGHT
19,M5,Isuru Udana,RCB,DC,LH,Chasing,Dubai,BALL,1,1,28,CAUGHT
19,M5,Moeen Ali,RCB,DC,LH,Chasing,Dubai,ALL,11,1,45,CAUGHT
19,M5,Navdeep Saini,RCB,DC,RH,Chasing,Dubai,BALL,12,0,11,NO
19,M5,Mohammed Siraj,RCB,DC,RH,Chasing,Dubai,BALL,5,2,60,BOLD
19,M5,Y Chahal,RCB,DC,RH,Chasing,Dubai,BALL,0,0,2,nb
20,M6,Rohit Sharma,MI,RR,RH,Defending,Sheikh Zayed,BAT,35,0,63,CAUGHT
20,M6,De Kock,MI,RR,LH,Defending,Sheikh Zayed,WK,23,0,56,CAUGHT
20,M6,S.Yadav,MI,RR,RH,Defending,Sheikh Zayed,BAT,79,0,106,NO
20,M6,Ishan Kishan,MI,RR,LH,Defending,Sheikh Zayed,WK,0,0,2,CAUGHT
20,M6,Hardik Pandya,MI,RR,RH,Defending,Sheikh Zayed,ALL,30,0,46,NO
20,M6,Kieron Pollard,MI,RR,RH,Defending,Sheikh Zayed,ALL,0,0,39,nb
20,M6,Krunal Pandya,MI,RR,LH,Defending,Sheikh Zayed,ALL,12,0,14,CAUGHT
20,M6,Pattinson,MI,RR,RH,Defending,Sheikh Zayed,BALL,0,2,56,nb
20,M6,Rahul Chahar,MI,RR,RH,Defending,Sheikh Zayed,BALL,0,1,29,nb
20,M6,Boult,MI,RR,LH,Defending,Sheikh Zayed,BALL,0,2,54,nb
20,M6,Bumrah,MI,RR,RH,Defending,Sheikh Zayed,BALL,0,4,114,nb
20,M5,Jos Butler,RR,MI,RH,Chasing,Sheikh Zayed,WK,70,0,104,CAUGHT
20,M5,Steve Smith,RR,MI,RH,Chasing,Sheikh Zayed,BAT,6,0,11,CAUGHT
20,M5,Sanju Samson,RR,MI,RH,Chasing,Sheikh Zayed,WK,0,0,10,CAUGHT
20,M5,Yashasvi Jaiswal,RR,MI,LH,Chasing,Sheikh Zayed,BAT,0,0,2,CAUGHT
20,M5,Rahul Tewatia,RR,MI,LH,Chasing,Sheikh Zayed,ALL,5,0,18,BOLD
20,M5,Mahipal Lomror,RR,MI,LH,Chasing,Sheikh Zayed,ALL,11,0,16,CAUGHT
20,M5,Tom Curran,RR,MI,RH,Chasing,Sheikh Zayed,BALL,15,0,16,CAUGHT
20,M5,Jofra Archer,RR,MI,RH,Chasing,Sheikh Zayed,BALL,24,1,58,CAUGHT
20,M5,Shreyas Gopal,RR,MI,RH,Chasing,Sheikh Zayed,BALL,1,2,63,CAUGHT
20,M5,K Tyagi,RR,MI,RH,Chasing,Sheikh Zayed,BALL,0,1,27,nb
20,M5,Ankit Rajpoot,RR,MI,RH,Chasing,Sheikh Zayed,BALL,2,0,0,CAUGHT
21,M5,Sunil Narine,KKR,CSK,LH,Defending,Sheikh Zayed,ALL,17,1,49,CAUGHT
21,M5,Rahul Tripathi,KKR,CSK,RH,Defending,Sheikh Zayed,BAT,81,0,107,CAUGHT
21,M5,Shubman Gill,KKR,CSK,RH,Defending,Sheikh Zayed,BAT,11,0,24,CAUGHT
21,M5,Nitish Rana,KKR,CSK,LH,Defending,Sheikh Zayed,ALL,9,0,14,CAUGHT
21,M5,Eoin Morgan,KKR,CSK,LH,Defending,Sheikh Zayed,BAT,7,0,18,CAUGHT
21,M5,Dinesh Karthik,KKR,CSK,RH,Defending,Sheikh Zayed,WK,12,0,25,CAUGHT
21,M5,Andre Russell,KKR,CSK,RH,Defending,Sheikh Zayed,ALL,2,1,29,CAUGHT
21,M5,Kamlesh Nagarkoti,KKR,CSK,RH,Defending,Sheikh Zayed,BALL,0,1,29,CAUGHT
21,M5,Pat Cummins,KKR,CSK,RH,Defending,Sheikh Zayed,BALL,17,0,24,NO
21,M5,Varun Chakravarthy,KKR,CSK,RH,Defending,Sheikh Zayed,BALL,1,1,30,RUNOUT
21,M5,Shivam Mavi,KKR,CSK,RH,Defending,Sheikh Zayed,BALL,0,1,25,CAUGHT
21,M6,Watson,CSK,KKR,RH,Chasing,Sheikh Zayed,BAT,50,0,78,LBW
21,M6,Rayudu,CSK,KKR,RH,Chasing,Sheikh Zayed,BAT,30,0,37,CAUGHT
21,M6,Du Plesis,CSK,KKR,RH,Chasing,Sheikh Zayed,BAT,17,0,40,CAUGHT
21,M6,MS Dhoni,CSK,KKR,RH,Chasing,Sheikh Zayed,WK,11,0,54,BOLD
21,M6,Jadeja,CSK,KKR,LH,Chasing,Sheikh Zayed,ALL,21,0,44,NO
21,M6,Sam Curran,CSK,KKR,LH,Chasing,Sheikh Zayed,ALL,17,2,74,CAUGHT
21,M6,Karn Sharma,CSK,KKR,LH,Chasing,Sheikh Zayed,BALL,0,2,54,nb
21,M6,Deepak Chahar,CSK,KKR,RH,Chasing,Sheikh Zayed,BALL,0,0,-2,nb
21,M6,Jadhav,CSK,KKR,RH,Chasing,Sheikh Zayed,BAT,7,0,8,NO
21,M6,D Bravo,CSK,KKR,RH,Chasing,Sheikh Zayed,ALL,0,3,77,nb
21,M6,S Thakur,CSK,KKR,RH,Chasing,Sheikh Zayed,BALL,0,2,62,nb
22,M6,Warner,SRH,KXIP,LH,Defending,Dubai,BAT,52,0,85,CAUGHT
22,M6,Bairstow,SRH,KXIP,RH,Defending,Dubai,WK,97,0,136,LBW
22,M6,Manish Pandey,SRH,KXIP,RH,Defending,Dubai,BAT,1,0,5,CAUGHT
22,M6,Kane Williamson,SRH,KXIP,RH,Defending,Dubai,BAT,20,0,35,NO
22,M6,Abdul Samad,SRH,KXIP,RH,Defending,Dubai,ALL,8,0,13,CAUGHT
22,M6,Abhishek Sharma,SRH,KXIP,LH,Defending,Dubai,ALL,12,1,44,CAUGHT
22,M6,Priyam Garg,SRH,KXIP,RH,Defending,Dubai,BAT,0,0,22,CAUGHT
22,M6,Rashid Khan,SRH,KXIP,RH,Defending,Dubai,BALL,0,3,93,nb
22,M6,Khaleel Ahmed,SRH,KXIP,LH,Defending,Dubai,BALL,0,2,60,nb
22,M6,Natarajan,SRH,KXIP,LH,Defending,Dubai,BALL,0,2,62,nb
22,M6,Sandeep Sharma,SRH,KXIP,LH,Defending,Dubai,BALL,0,0,4,nb
22,M6,KL Rahul,KXIP,SRH,RH,Chasing,Dubai,WK,11,0,13,CAUGHT
22,M6,Mayank Agarwal,KXIP,SRH,RH,Chasing,Dubai,BAT,9,0,14,RUNOUT
22,M6,Nicolas Pooran,KXIP,SRH,LH,Chasing,Dubai,WK,77,0,116,CAUGHT
22,M6,Glenn Maxwell,KXIP,SRH,RH,Chasing,Dubai,ALL,7,0,17,RUNOUT
22,M6,Mandeep Singh,KXIP,SRH,RH,Chasing,Dubai,BAT,6,0,10,BOLD
22,M6,Prabhsimran Singh,KXIP,SRH,RH,Chasing,Dubai,WK,11,0,17,CAUGHT
22,M6,Mujeeb Rahman,KXIP,SRH,RH,Chasing,Dubai,BALL,1,0,3,CAUGHT
22,M6,Arshdeep Singh,KXIP,SRH,LH,Chasing,Dubai,BALL,0,2,70,CAUGHT
22,M6,Mohammed Shami,KXIP,SRH,RH,Chasing,Dubai,BALL,0,1,27,BOLD
22,M6,Sheldon Cottrell,KXIP,SRH,LH,Chasing,Dubai,BALL,0,0,0,BOLD
22,M6,Ravi Bishnoi,KXIP,SRH,RH,Chasing,Dubai,BALL,6,3,84,NO
23,M6,P.Shaw,DC,RR,RH,Defending,Sharjah,BAT,19,0,27,CAUGHT
23,M6,Shikhar Dhawan,DC,RR,LH,Defending,Sharjah,BAT,5,0,18,CAUGHT
23,M6,Hetmeyer,DC,RR,LH,Defending,Sharjah,BAT,45,0,84,CAUGHT
23,M6,Shreyas Iyer,DC,RR,RH,Defending,Sharjah,BAT,22,0,38,RUNOUT
23,M6,Rishabh Pant,DC,RR,LH,Defending,Sharjah,WK,5,0,17,RUNOUT
23,M6,Marcus Stoinis,DC,RR,RH,Defending,Sharjah,ALL,39,0,101,CAUGHT
23,M6,Ashwin,DC,RR,RH,Defending,Sharjah,BALL,0,2,56,NO
23,M6,Axar Patel,DC,RR,LH,Defending,Sharjah,ALL,17,1,62,CAUGHT
23,M6,Rabada,DC,RR,RH,Defending,Sharjah,BALL,2,3,87,NO
23,M6,Nortje,DC,RR,RH,Defending,Sharjah,BALL,0,2,29,nb
23,M6,H Patel,DC,RR,RH,Defending,Sharjah,BALL,16,1,46,CAUGHT
23,M6,Jos Butler,RR,DC,RH,Chasing,Sharjah,WK,13,0,27,CAUGHT
23,M6,Steve Smith,RR,DC,RH,Chasing,Sharjah,BAT,24,0,40,CAUGHT
23,M6,Sanju Samson,RR,DC,RH,Chasing,Sharjah,WK,5,0,9,CAUGHT
23,M6,Yashasvi Jaiswal,RR,DC,LH,Chasing,Sharjah,BAT,34,0,63,BOLD
23,M6,Rahul Tewatia,RR,DC,LH,Chasing,Sharjah,ALL,38,1,98,BOLD
23,M6,Mahipal Lomror,RR,DC,LH,Chasing,Sharjah,ALL,1,0,5,CAUGHT
23,M6,Andrew Tye,RR,DC,RH,Chasing,Sharjah,BALL,6,1,31,CAUGHT
23,M6,Jofra Archer,RR,DC,RH,Chasing,Sharjah,BALL,2,3,91,CAUGHT
23,M6,Shreyas Gopal,RR,DC,RH,Chasing,Sharjah,BALL,2,0,0,CAUGHT
23,M6,K Tyagi,RR,DC,RH,Chasing,Sharjah,BALL,2,1,31,NO
23,M6,Varun Aaron,RR,DC,RH,Chasing,Sharjah,BALL,1,0,-1,CAUGHT
24,M6,Rahul Tripathi,KKR,KXIP,RH,Defending,Sheikh Zayed,BAT,4,0,3,BOLD
24,M6,Shubman Gill,KKR,KXIP,RH,Defending,Sheikh Zayed,BAT,57,0,82,RUNOUT
24,M6,Nitish Rana,KKR,KXIP,LH,Defending,Sheikh Zayed,ALL,2,0,14,RUNOUT
24,M6,Eoin Morgan,KKR,KXIP,LH,Defending,Sheikh Zayed,BAT,24,0,32,CAUGHT
24,M6,Dinesh Karthik,KKR,KXIP,RH,Defending,Sheikh Zayed,WK,58,0,82,RUNOUT
24,M6,Andre Russell,KKR,KXIP,RH,Defending,Sheikh Zayed,ALL,5,0,10,CAUGHT
24,M6,Pat Cummins,KKR,KXIP,RH,Defending,Sheikh Zayed,BALL,5,0,9,NO
24,M6,Sunil Narine,KKR,KXIP,LH,Defending,Sheikh Zayed,ALL,0,2,54,nb
24,M6,Kamlesh Nagarkoti,KKR,KXIP,RH,Defending,Sheikh Zayed,BALL,0,0,-2,nb
24,M6,Varun Chakravarthy,KKR,KXIP,RH,Defending,Sheikh Zayed,BALL,0,0,4,nb
24,M6,Prasidh Krishna,KKR,KXIP,RH,Defending,Sheikh Zayed,BALL,0,3,79,nb
24,M7,KL Rahul,KXIP,KKR,RH,Chasing,Sheikh Zayed,WK,74,0,92,BOLD
24,M7,Mayank Agarwal,KXIP,KKR,RH,Chasing,Sheikh Zayed,BAT,56,0,76,CAUGHT
24,M7,Nicolas Pooran,KXIP,KKR,LH,Chasing,Sheikh Zayed,WK,16,0,36,BOLD
24,M7,Prabhsimran Singh,KXIP,KKR,RH,Chasing,Sheikh Zayed,WK,4,0,28,CAUGHT
24,M7,Glenn Maxwell,KXIP,KKR,RH,Chasing,Sheikh Zayed,ALL,10,0,24,NO
24,M7,Mandeep Singh,KXIP,KKR,RH,Chasing,Sheikh Zayed,BAT,0,0,8,CAUGHT
24,M7,Chris Jordan,KXIP,KKR,RH,Chasing,Sheikh Zayed,BALL,0,0,2,NO
24,M7,Mujeeb Rahman,KXIP,KKR,RH,Chasing,Sheikh Zayed,BALL,0,0,0,nb
24,M7,Ravi Bishnoi,KXIP,KKR,RH,Chasing,Sheikh Zayed,BALL,0,1,29,nb
24,M7,Mohammed Shami,KXIP,KKR,RH,Chasing,Sheikh Zayed,BALL,0,1,35,nb
24,M7,Arshdeep Singh,KXIP,KKR,LH,Chasing,Sheikh Zayed,BALL,0,1,37,nb
25,M6,Devdutt Padikkal,RCB,CSK,LH,Defending,Dubai,BAT,33,0,49,CAUGHT
25,M6,Aaron Finch,RCB,CSK,RH,Defending,Dubai,BAT,2,0,6,BOLD
25,M6,Virat Kohli,RCB,CSK,RH,Defending,Dubai,BAT,90,0,114,NO
25,M6,AB de Villiers,RCB,CSK,RH,Defending,Dubai,WK,0,0,10,CAUGHT
25,M6,Shivam Dube,RCB,CSK,LH,Defending,Dubai,ALL,22,0,30,NO
25,M6,W Sundar,RCB,CSK,LH,Defending,Dubai,ALL,10,2,68,CAUGHT
25,M6,Isuru Udana,RCB,CSK,LH,Defending,Dubai,BALL,0,1,29,nb
25,M6,Chris Morris,RCB,CSK,RH,Defending,Dubai,ALL,0,3,103,nb
25,M6,Navdeep Saini,RCB,CSK,RH,Defending,Dubai,BALL,0,0,8,nb
25,M6,Gurkeerat Singh,RCB,CSK,RH,Defending,Dubai,BALL,0,0,20,nb
25,M6,Y Chahal,RCB,CSK,RH,Defending,Dubai,BALL,0,1,29,nb
25,M7,Watson,CSK,RCB,RH,Chasing,Dubai,BAT,14,0,21,BOLD
25,M7,Du Plesis,CSK,RCB,RH,Chasing,Dubai,BAT,8,0,20,CAUGHT
25,M7,Rayudu,CSK,RCB,RH,Chasing,Dubai,BAT,42,0,50,BOLD
25,M7,Jagadeesan,CSK,RCB,RH,Chasing,Dubai,WK,33,0,41,RUNOUT
